iter	Passed	Remaining
411	1940	2769
412	1944	2763
413	1948	2758
414	1952	2752
415	1956	2747
416	1961	2741
417	1964	2735
418	1969	2730
419	1973	2724
420	1977	2720
421	1981	2714
422	1986	2709
423	1990	2704
424	1995	2700
425	1999	2694
426	2003	2688
427	2007	2683
428	2012	2678
429	2016	2673
430	2020	2667
431	2025	2662
432	2029	2657
433	2033	2651
434	2038	2648
435	2042	2642
436	2048	2638
437	2052	2633
438	2056	2628
439	2061	2623
440	2065	2617
441	2069	2612
442	2073	2607
443	2078	2602
444	2082	2597
445	2087	2592
446	2091	2587
447	2095	2581
448	2099	2576
449	2103	2570
450	2107	2565
451	2111	2559
452	2116	2555
453	2120	2550
454	2125	2545
455	2130	2541
456	2135	2537
457	2141	2534
458	2146	2529
459	2151	2525
460	2156	2521
461	2161	2517
462	2165	2512
463	2170	2507
464	2175	2502
465	2179	2497
466	2183	2492
467	2188	2487
468	2192	2481
469	2196	2477
470	2200	2471
471	2204	2465
472	2208	2460
473	2212	2455
474	2217	2450
475	2221	2446
476	2225	2440
477	2229	2435
478	2234	2430
479	2238	2425
480	2243	2420
481	2247	2415
482	2251	2410
483	2255	2404
484	2259	2399
485	2263	2393
486	2267	2388
487	2271	2382
488	2275	2377
489	2278	2371
490	2282	2366
491	2287	2361
492	2291	2356
493	2295	2351
494	2298	2345
495	2303	2340
496	2307	2335
497	2311	2330
498	2315	2324
499	2319	2319
500	2323	2313
501	2327	2309
502	2332	2304
503	2336	2299
504	2341	2294
505	2345	2289
506	2349	2284
507	2356	2281
508	2361	2277
509	2365	2272
510	2370	2267
511	2373	2262
512	2378	2257
513	2382	2252
514	2390	2251
515	2395	2246
516	2399	2241
517	2403	2236
518	2407	2231
519	2411	2225
520	2414	2220
521	2422	2218
522	2426	2213
523	2433	2210
524	2437	2205
525	2441	2200
526	2445	2194
527	2450	2190
528	2455	2186
529	2460	2182
530	2465	2177
531	2469	2172
532	2473	2167
533	2478	2162
534	2482	2157
535	2487	2153
536	2491	2147
537	2495	2142
538	2499	2137
539	2503	2132
540	2507	2127
541	2513	2123
542	2517	2119
543	2521	2113
544	2525	2108
545	2529	2103
546	2534	2098
547	2538	2093
548	2544	2090
549	2548	2085
550	2552	2080
551	2556	2075
552	2561	2070
553	2565	2065
554	2570	2060
555	2574	2055
556	2578	2051
557	2583	2046
558	2588	2041
559	2592	2036
560	2596	2031
561	2600	2026
562	2604	2021
563	2608	2016
564	2612	2011
565	2616	2006
566	2620	2001
567	2624	1996
568	2629	1991
569	2633	1986
570	2638	1982
571	2642	1977
572	2647	1972
573	2651	1967
574	2655	1962
575	2659	1957
576	2663	1952
577	2667	1947
578	2671	1942
579	2675	1937
580	2680	1932
581	2685	1928
582	2689	1923
583	2693	1918
584	2697	1913
585	2701	1908
586	2705	1903
587	2710	1898
588	2713	1893
589	2718	1889
590	2723	1884
591	2727	1879
592	2731	1874
593	2735	1869
594	2739	1864
595	2743	1859
596	2748	1855
597	2752	1850
598	2757	1845
599	2761	1840
600	2764	1835
601	2768	1830
602	2772	1825
603	2776	1820
604	2780	1815
605	2783	1810
606	2787	1805
607	2792	1800
608	2796	1795
609	2800	1790
610	2804	1785
611	2808	1780
612	2812	1775
613	2817	1771
614	2821	1766
615	2826	1761
616	2830	1757
617	2834	1752
618	2838	1747
619	2843	1742
620	2847	1737
621	2852	1733
622	2857	1728
623	2861	1724
624	2865	1719
625	2869	1714
626	2873	1709
627	2877	1704
628	2881	1699
629	2885	1694
630	2889	1689
631	2894	1685
632	2898	1680
633	2902	1675
634	2906	1670
635	2911	1666
636	2916	1661
637	2921	1657
638	2924	1652
639	2928	1647
640	2932	1642
641	2936	1637
642	2940	1632
643	2944	1627
644	2949	1623
645	2953	1618
646	2957	1613
647	2961	1608
648	2966	1604
649	2970	1599
650	2974	1594
651	2978	1589
652	2982	1584
653	2986	1579
654	2990	1575
655	2994	1570
656	2998	1565
657	3002	1560
658	3006	1555
659	3010	1550
660	3015	1546
661	3018	1541
662	3023	1536
663	3027	1532
664	3032	1527
665	3036	1522
666	3040	1518
667	3045	1513
668	3049	1508
669	3053	1504
670	3057	1499
671	3061	1494
672	3066	1489
673	3070	1485
674	3075	1480
675	3079	1475
676	3083	1470
677	3087	1466
678	3092	1461
679	3096	1457
680	3100	1452
681	3105	1447
682	3109	1443
683	3113	1438
684	3118	1434
685	3122	1429
686	3126	1424
687	3130	1419
688	3134	1414
689	3138	1409
690	3142	1405
691	3146	1400
692	3151	1395
693	3155	1391
694	3159	1386
695	3163	1381
696	3168	1377
697	3172	1372
698	3176	1367
699	3180	1362
700	3183	1357
701	3188	1353
702	3192	1348
703	3196	1343
704	3200	1339
705	3204	1334
706	3208	1329
707	3212	1324
708	3216	1320
709	3221	1315
710	3225	1311
711	3229	1306
712	3233	1301
713	3239	1297
714	3243	1292
715	3247	1288
716	3251	1283
717	3256	1278
718	3260	1274
719	3264	1269
720	3269	1265
721	3273	1260
722	3277	1255
723	3282	1251
724	3286	1246
725	3290	1241
726	3294	1237
727	3298	1232
728	3303	1228
729	3310	1224
730	3314	1219
731	3319	1215
732	3323	1210
733	3327	1205
734	3332	1201
735	3337	1197
736	3343	1193
737	3347	1188
738	3351	1183
739	3355	1178
740	3359	1174
741	3364	1169
742	3371	1166
743	3375	1161
744	3379	1156
745	3383	1152
746	3387	1147
747	3391	1142
748	3396	1138
749	3401	1133
750	3405	1129
751	3410	1124
752	3414	1120
753	3418	1115
754	3422	1110
755	3427	1106
756	3435	1102
757	3439	1098
758	3443	1093
759	3447	1088
760	3452	1084
761	3455	1079
762	3460	1074
763	3467	1071
764	3473	1066
765	3476	1062
766	3481	1057
767	3485	1052
768	3489	1048
769	3493	1043
770	3497	1038
771	3503	1034
772	3507	1030
773	3512	1025
774	3516	1020
775	3520	1016
776	3524	1011
777	3529	1007
778	3535	1003
779	3540	998
780	3543	993
781	3548	989
782	3552	984
783	3556	979
784	3562	975
785	3566	971
786	3571	966
787	3576	962
788	3580	957
789	3584	952
790	3588	948
791	3592	943
792	3597	939
793	3602	934
794	3607	930
795	3612	925
796	3617	921
797	3623	917
798	3628	912
799	3633	908
800	3638	903
801	3643	899
802	3647	894
803	3653	890
804	3658	886
805	3662	881
806	3666	876
807	3671	872
808	3674	867
809	3678	862
810	3682	858
811	3687	853
812	3691	849
813	3695	844
814	3699	839
815	3703	835
816	3708	830
817	3712	826
818	3717	821
819	3721	816
820	3726	812
821	3730	807
822	3735	803
823	3740	798
824	3744	794
825	3748	789
826	3752	784
827	3756	780
828	3760	775
829	3764	771
830	3768	766
831	3773	761
832	3777	757
833	3781	752
834	3785	747
835	3788	743
836	3793	738
837	3796	734
838	3801	729
839	3805	724
840	3809	720
841	3813	715
842	3818	711
843	3822	706
844	3826	701
845	3831	697
846	3836	692
847	3840	688
848	3843	683
849	3848	679
850	3852	674
851	3856	669
852	3859	665
853	3863	660
854	3868	656
855	3872	651
856	3876	646
857	3880	642
858	3884	637
859	3888	632
860	3892	628
861	3897	623
862	3901	619
863	3905	614
864	3909	610
865	3913	605
866	3917	600
867	3921	596
868	3925	591
869	3929	587
870	3934	582
871	3938	578
872	3942	573
873	3947	569
874	3951	564
875	3954	559
876	3959	555
877	3963	550
878	3967	546
879	3971	541
880	3976	537
881	3980	532
882	3984	527
883	3988	523
884	3992	518
885	3996	514
886	4000	509
887	4005	505
888	4009	500
889	4013	496
890	4017	491
891	4022	486
892	4026	482
893	4030	477
894	4035	473
895	4039	468
896	4043	464
897	4047	459
898	4052	455
899	4056	450
900	4061	446
901	4065	441
902	4069	437
903	4073	432
904	4077	427
905	4080	423
906	4085	418
907	4088	414
908	4093	409
909	4097	405
910	4101	400
911	4106	396
912	4110	391
913	4115	387
914	4118	382
915	4122	378
916	4127	373
917	4132	369
918	4136	364
919	4140	360
920	4144	355
921	4148	350
922	4152	346
923	4157	341
924	4161	337
925	4164	332
926	4169	328
927	4173	323
928	4177	319
929	4181	314
930	4185	310
931	4189	305
932	4193	301
933	4197	296
934	4202	292
935	4206	287
936	4210	283
937	4215	278
938	4219	274
939	4223	269
940	4227	265
941	4232	260
942	4236	256
943	4240	251
944	4243	247
945	4248	242
946	4251	237
947	4255	233
948	4259	228
949	4263	224
950	4267	219
951	4271	215
952	4275	210
953	4279	206
954	4283	201
955	4289	197
956	4294	192
957	4298	188
958	4303	183
959	4306	179
960	4311	174
961	4317	170
962	4323	166
963	4328	161
964	4332	157
965	4336	152
966	4341	148
967	4345	143
968	4351	139
969	4355	134
970	4359	130
971	4363	125
972	4367	121
973	4371	116
974	4374	112
975	4378	107
976	4384	103
977	4389	98
978	4393	94
979	4397	89
980	4401	85
981	4405	80
982	4409	76
983	4414	71
984	4419	67
985	4424	62
986	4428	58
987	4432	53
988	4436	49
989	4440	44
990	4445	40
991	4448	35
992	4454	31
993	4458	26
994	4462	22
995	4467	17
996	4471	13
997	4477	8
998	4482	4
999	4486	0
