iter	Passed	Remaining
0	66	66670
1	117	58512
2	173	57810
3	221	55077
4	260	51862
5	307	50969
6	347	49254
7	391	48584
8	444	48991
9	490	48589
10	539	48477
11	585	48229
12	629	47801
13	684	48200
14	721	47405
15	772	47504
16	827	47826
17	877	47850
18	921	47572
19	970	47557
20	1013	47262
21	1051	46755
22	1081	45935
23	1111	45212
24	1143	44592
25	1174	44011
26	1206	43484
27	1246	43286
28	1278	42805
29	1319	42655
30	1353	42319
31	1385	41900
32	1414	41462
33	1452	41263
34	1489	41060
35	1533	41066
36	1572	40933
37	1604	40627
38	1637	40359
39	1670	40096
40	1704	39861
41	1748	39873
42	1789	39816
43	1828	39718
44	1853	39340
45	1888	39164
46	1923	39010
47	1955	38784
48	1992	38665
49	2028	38542
50	2059	38322
51	2087	38053
52	2127	38007
53	2164	37916
54	2202	37842
55	2238	37734
56	2272	37598
57	2306	37462
58	2339	37320
59	2373	37177
60	2406	37043
61	2433	36822
62	2461	36608
63	2487	36380
64	2520	36256
65	2545	36027
66	2579	35913
67	2611	35792
68	2641	35640
69	2672	35504
70	2703	35369
71	2739	35314
72	2773	35221
73	2804	35098
74	2836	34979
75	2864	34827
76	2889	34640
77	2919	34512
78	2950	34393
79	2979	34260
80	3021	34281
81	3052	34169
82	3082	34060
83	3115	33970
84	3153	33951
85	3198	33997
86	3243	34038
87	3298	34184
88	3343	34219
89	3384	34226
90	3417	34138
91	3451	34062
92	3479	33938
93	3511	33849
94	3541	33734
95	3569	33610
96	3594	33465
97	3624	33359
98	3666	33368
99	3700	33305
100	3735	33251
101	3763	33133
102	3794	33047
103	3824	32951
104	3859	32897
105	3894	32849
106	3924	32749
107	3952	32644
108	3984	32567
109	4017	32501
110	4051	32450
111	4084	32384
112	4115	32303
113	4174	32445
114	4203	32345
115	4233	32259
116	4269	32220
117	4302	32163
118	4330	32061
119	4358	31965
120	4386	31868
121	4412	31757
122	4440	31660
123	4464	31542
124	4507	31553
125	4542	31509
126	4573	31438
127	4603	31362
128	4629	31261
129	4658	31174
130	4687	31091
131	4715	31010
132	4762	31048
133	4799	31014
134	4829	30944
135	4863	30898
136	4894	30832
137	4924	30758
138	4958	30713
139	4991	30661
140	5021	30591
141	5056	30551
142	5085	30479
143	5115	30409
144	5153	30386
145	5199	30411
146	5231	30358
147	5261	30291
148	5295	30244
149	5322	30159
150	5354	30104
151	5392	30084
152	5423	30024
153	5457	29979
154	5490	29931
155	5516	29845
156	5547	29789
157	5581	29744
158	5613	29688
159	5644	29633
160	5675	29577
161	5703	29504
162	5737	29460
163	5763	29377
164	5798	29345
165	5834	29313
166	5872	29293
167	5902	29229
168	5931	29163
169	5961	29104
170	5990	29042
171	6020	28981
172	6058	28961
173	6091	28916
174	6124	28871
175	6185	28960
176	6243	29030
177	6297	29083
178	6365	29193
179	6394	29131
180	6422	29060
181	6450	28993
182	6488	28966
183	6518	28909
184	6547	28845
185	6575	28776
186	6602	28706
187	6631	28643
188	6674	28639
189	6715	28631
190	6742	28559
191	6776	28515
192	6800	28434
193	6828	28370
194	6854	28296
195	6893	28278
196	6925	28229
197	6954	28168
198	6988	28130
199	7016	28065
200	7041	27992
201	7074	27947
202	7101	27882
203	7139	27857
204	7175	27827
205	7210	27791
206	7238	27728
207	7270	27685
208	7296	27613
209	7328	27567
210	7362	27530
211	7392	27478
212	7420	27418
213	7446	27349
214	7479	27309
215	7504	27237
216	7530	27172
217	7564	27133
218	7593	27079
219	7627	27043
220	7661	27007
221	7715	27038
222	7754	27017
223	7823	27101
224	7863	27086
225	7897	27048
226	7932	27011
227	7966	26975
228	8014	26984
229	8055	26968
230	8093	26942
231	8126	26902
232	8190	26962
233	8226	26929
234	8264	26904
235	8303	26880
236	8338	26846
237	8371	26803
238	8407	26769
239	8442	26735
240	8478	26700
241	8514	26669
242	8554	26649
243	8589	26613
244	8634	26607
245	8678	26600
246	8724	26598
247	8769	26591
248	8804	26556
249	8838	26516
250	8880	26498
251	8923	26487
252	8956	26445
253	8995	26419
254	9028	26378
255	9060	26331
256	9097	26301
257	9133	26266
258	9175	26252
259	9211	26216
260	9250	26191
261	9303	26206
262	9339	26172
263	9371	26125
264	9407	26092
265	9451	26080
266	9491	26057
267	9532	26035
268	9576	26024
269	9612	25990
270	9653	25969
271	9695	25950
272	9737	25931
273	9773	25895
274	9815	25876
275	9857	25857
276	9887	25807
277	9917	25757
278	9945	25701
279	9974	25648
280	9999	25586
281	10020	25514
282	10041	25441
283	10062	25368
284	10084	25300
285	10106	25230
286	10126	25158
287	10149	25090
288	10178	25040
289	10216	25012
290	10238	24946
291	10259	24876
292	10281	24809
293	10305	24747
294	10326	24679
295	10347	24609
296	10375	24558
297	10407	24517
298	10439	24475
299	10466	24422
300	10493	24368
301	10521	24317
302	10545	24257
303	10567	24193
304	10595	24144
305	10624	24096
306	10653	24049
307	10683	24002
308	10713	23958
309	10740	23907
310	10771	23863
311	10798	23812
312	10835	23782
313	10869	23747
314	10904	23714
315	10942	23684
316	10969	23634
317	10994	23580
318	11019	23525
319	11043	23467
320	11066	23407
321	11102	23377
322	11150	23370
323	11190	23347
324	11276	23421
325	11328	23420
326	11356	23373
327	11390	23337
328	11423	23297
329	11447	23242
330	11470	23183
331	11495	23128
332	11531	23097
333	11554	23039
334	11577	22981
335	11598	22920
336	11623	22867
337	11653	22823
338	11687	22789
339	11735	22780
340	11775	22755
341	11816	22734
342	11849	22697
343	11880	22655
344	11911	22614
345	11934	22557
346	11963	22514
347	11985	22455
348	12011	22406
349	12033	22347
350	12058	22295
351	12079	22237
352	12107	22191
353	12142	22158
354	12180	22131
355	12234	22131
356	12274	22108
357	12307	22071
358	12335	22025
359	12361	21976
360	12388	21929
361	12413	21877
362	12442	21834
363	12474	21795
364	12510	21764
365	12550	21739
366	12634	21791
367	12694	21801
368	12768	21833
369	12817	21824
370	12862	21807
371	12897	21773
372	12956	21779
373	12984	21732
374	13022	21704
375	13061	21676
376	13097	21643
377	13138	21619
378	13175	21588
379	13207	21548
380	13260	21543
381	13308	21529
382	13400	21587
383	13466	21602
384	13519	21596
385	13564	21576
386	13604	21549
387	13640	21515
388	13664	21462
389	13686	21407
390	13710	21354
391	13745	21318
392	13772	21272
393	13799	21224
394	13823	21172
395	13844	21116
396	13864	21058
397	13887	21005
398	13915	20960
399	13940	20910
400	13968	20866
401	14002	20828
402	14025	20776
403	14051	20729
404	14079	20685
405	14112	20646
406	14141	20604
407	14173	20565
408	14229	20561
409	14261	20523
410	14289	20477
411	14314	20429
412	14339	20381
413	14364	20332
414	14394	20290
415	14426	20252
416	14448	20200
417	14469	20146
418	14493	20097
419	14521	20052
420	14544	20002
421	14569	19955
422	14591	19903
423	14616	19856
424	14640	19808
425	14666	19762
426	14688	19711
427	14712	19661
428	14734	19611
429	14774	19584
430	14816	19560
431	14860	19538
432	14911	19525
433	14946	19491
434	14978	19454
435	15022	19432
436	15055	19396
437	15080	19350
438	15105	19303
439	15128	19254
440	15155	19210
441	15189	19175
442	15215	19131
443	15245	19091
444	15282	19060
445	15307	19014
446	15332	18968
447	15360	18926
448	15385	18880
449	15408	18833
450	15434	18788
451	15463	18747
452	15488	18702
453	15515	18659
454	15539	18613
455	15568	18573
456	15593	18528
457	15621	18486
458	15647	18443
459	15672	18398
460	15704	18361
461	15730	18318
462	15812	18339
463	15850	18309
464	15897	18290
465	15943	18269
466	15979	18237
467	16009	18199
468	16038	18159
469	16096	18150
470	16190	18184
471	16247	18175
472	16294	18154
473	16358	18153
474	16426	18155
475	16513	18178
476	16580	18179
477	16647	18180
478	16722	18189
479	16801	18201
480	16844	18175
481	16922	18186
482	16966	18160
483	17006	18131
484	17066	18122
485	17116	18102
486	17151	18067
487	17182	18027
488	17218	17992
489	17260	17965
490	17298	17933
491	17331	17895
492	17367	17860
493	17398	17821
494	17423	17775
495	17446	17727
496	17471	17682
497	17501	17642
498	17533	17603
499	17565	17565
500	17622	17551
501	17654	17514
502	17694	17483
503	17725	17443
504	17752	17401
505	17784	17362
506	17826	17333
507	17853	17291
508	17878	17245
509	17907	17204
510	17940	17168
511	17977	17135
512	18010	17097
513	18068	17084
514	18101	17046
515	18141	17016
516	18174	16979
517	18200	16935
518	18225	16891
519	18253	16849
520	18281	16807
521	18313	16770
522	18339	16726
523	18364	16682
524	18389	16638
525	18418	16598
526	18447	16557
527	18476	16516
528	18504	16475
529	18531	16433
530	18556	16389
531	18579	16344
532	18604	16300
533	18629	16256
534	18656	16215
535	18679	16170
536	18708	16130
537	18740	16093
538	18765	16049
539	18791	16007
540	18838	15982
541	18880	15954
542	18913	15917
543	18941	15877
544	18967	15835
545	18994	15794
546	19023	15754
547	19045	15708
548	19068	15664
549	19089	15618
550	19111	15573
551	19137	15532
552	19161	15488
553	19182	15443
554	19202	15396
555	19225	15353
556	19251	15311
557	19274	15267
558	19296	15223
559	19321	15180
560	19343	15136
561	19371	15097
562	19396	15055
563	19423	15015
564	19448	14973
565	19472	14931
566	19494	14887
567	19519	14845
568	19539	14800
569	19567	14761
570	19594	14721
571	19621	14682
572	19648	14642
573	19671	14599
574	19693	14555
575	19719	14515
576	19741	14472
577	19763	14429
578	19787	14388
579	19811	14346
580	19856	14319
581	19904	14295
582	19942	14264
583	19979	14231
584	20019	14201
585	20052	14166
586	20077	14126
587	20099	14083
588	20121	14040
589	20142	13997
590	20165	13955
591	20187	13912
592	20206	13868
593	20227	13825
594	20261	13791
595	20295	13757
596	20318	13716
597	20341	13674
598	20364	13633
599	20385	13590
600	20407	13548
601	20431	13507
602	20459	13470
603	20484	13430
604	20505	13387
605	20526	13345
606	20546	13302
607	20569	13261
608	20590	13219
609	20609	13176
610	20629	13133
611	20651	13092
612	20676	13053
613	20697	13011
614	20718	12970
615	20783	12955
616	20814	12920
617	20904	12921
618	20980	12913
619	21025	12886
620	21069	12858
621	21137	12845
622	21181	12817
623	21216	12784
624	21243	12745
625	21267	12706
626	21289	12665
627	21309	12622
628	21335	12584
629	21371	12551
630	21398	12513
631	21422	12473
632	21447	12435
633	21481	12400
634	21502	12359
635	21523	12318
636	21547	12279
637	21567	12237
638	21592	12198
