iter	Passed	Remaining
0	49	49877
1	95	47579
2	140	46745
3	178	44371
4	217	43241
5	259	43008
6	305	43305
7	348	43231
8	381	42056
9	418	41453
10	450	40483
11	580	47811
12	620	47124
13	658	46343
14	696	45743
15	725	44611
16	756	43723
17	791	43157
18	827	42721
19	857	42035
20	893	41653
21	930	41351
22	966	41056
23	1004	40847
24	1052	41035
25	1098	41134
26	1145	41287
27	1191	41369
28	1227	41088
29	1269	41052
30	1334	41729
31	1414	42788
32	1471	43110
33	1522	43246
34	1568	43245
35	1664	44581
36	1764	45932
37	1832	46383
38	1865	45964
39	1905	45725
40	1946	45521
41	1987	45323
42	2023	45026
43	2056	44680
44	2086	44275
45	2117	43910
46	2150	43609
47	2184	43326
48	2224	43169
49	2260	42955
50	2291	42641
51	2319	42291
52	2346	41933
53	2381	41722
54	2418	41562
55	2454	41380
56	2489	41188
57	2527	41042
58	2551	40696
59	2578	40402
60	2604	40084
61	2632	39826
62	2659	39553
63	2693	39395
64	2734	39330
65	2840	40200
66	2874	40027
67	2910	39890
68	2953	39849
69	2995	39797
70	3027	39609
71	3078	39675
72	3131	39760
73	3164	39601
74	3216	39675
75	3255	39583
76	3330	39923
77	3425	40486
78	3525	41100
79	3569	41051
80	3633	41225
81	3714	41586
82	3748	41413
83	3779	41215
84	4023	43314
85	4134	43937
86	4173	43796
87	4207	43599
88	4243	43435
89	4279	43269
90	4316	43120
91	4349	42930
92	4380	42722
93	4408	42493
94	4451	42407
95	4489	42274
96	4519	42069
97	4549	41875
98	4580	41689
99	4608	41479
100	4642	41324
101	4686	41260
102	4743	41306
103	4775	41140
104	4803	40941
105	4830	40741
106	4862	40582
107	4891	40400
108	4928	40283
109	4962	40149
110	4990	39967
111	5016	39773
112	5041	39573
113	5071	39413
114	5100	39250
115	5232	39878
116	5271	39785
117	5320	39771
118	5380	39835
119	5439	39889
120	5485	39849
121	5526	39770
122	5569	39711
123	5600	39562
124	5627	39395
125	5654	39224
126	5681	39054
127	5712	38914
128	5744	38785
129	5781	38689
130	5817	38589
131	5859	38532
132	5891	38406
133	5917	38241
134	5944	38088
135	5976	37969
136	6010	37861
137	6039	37723
138	6068	37592
139	6096	37447
140	6122	37299
141	6150	37161
142	6187	37080
143	6217	36957
144	6329	37319
145	6364	37230
146	6409	37193
147	6446	37112
148	6481	37017
149	6508	36879
150	6535	36744
151	6562	36611
152	6598	36527
153	6639	36474
154	6703	36544
155	6743	36485
156	6806	36546
157	6863	36578
158	6950	36765
159	6986	36679
160	7025	36610
161	7059	36516
162	7092	36419
163	7121	36304
164	7155	36210
165	7186	36105
166	7218	36008
167	7261	35961
168	7298	35888
169	7402	36140
170	7510	36410
171	7566	36426
172	7602	36343
173	7638	36262
174	7676	36190
175	7707	36084
176	7740	35989
177	7776	35913
178	7812	35834
179	7851	35766
180	7888	35692
181	7917	35585
182	7945	35472
183	7988	35426
184	8023	35346
185	8061	35281
186	8118	35295
187	8176	35314
188	8220	35276
189	8256	35197
