iter	MAE
0	257.73998
1	241.5377969
2	227.6071977
3	213.157175
4	197.7516781
5	191.5245083
6	186.0809018
7	174.6553513
8	164.3370804
9	156.0136383
10	153.0132501
11	145.1912733
12	138.9586667
13	136.9310558
14	135.232038
15	129.8684626
16	128.7057959
17	124.8960631
18	120.8107384
19	117.5538046
20	114.6121393
21	112.1862519
22	110.2905801
23	108.579658
24	108.0625723
25	106.5286304
26	105.0517368
27	103.9363529
28	102.7507697
29	101.7144145
30	101.4994764
31	101.277195
32	100.4214676
33	100.0618927
34	99.98143736
35	99.56305159
36	99.00491967
37	98.90501783
38	98.44319648
39	98.30944898
40	98.20006231
41	97.76802176
42	97.68543659
43	97.64763001
44	97.62057493
45	97.55908229
46	97.43393616
47	97.3592485
48	97.1658404
49	97.15622456
50	96.78671155
51	96.55958388
52	96.27250355
53	96.25343364
54	96.2407189
55	96.21700407
56	95.99196784
57	95.88574603
58	95.80503667
59	95.7977074
60	95.77454967
61	95.66622963
62	95.58145274
63	95.54404923
64	95.20200654
65	95.11884881
66	95.01660429
67	94.88182196
68	94.84363959
69	94.82369761
70	94.82010714
71	94.56447968
72	94.55641357
73	94.52871906
74	94.45800503
75	94.4388286
76	94.40596231
77	94.39807697
78	94.37916645
79	94.37220196
80	94.35358462
81	94.32795883
82	94.3120819
83	94.30055009
84	94.27939581
85	94.20743043
86	94.04486326
87	93.99149023
88	93.89432654
89	93.88256549
90	93.82518773
91	93.75707744
92	93.7045828
93	93.6583057
94	93.42710237
95	93.31749745
96	93.26304252
97	93.22241542
98	93.21906131
99	93.19695077
100	93.09782891
101	93.0647804
102	93.03822443
103	93.02025296
104	92.96304775
105	92.93574925
106	92.87153442
107	92.72156954
108	92.61923283
109	92.52475482
110	92.46305368
111	92.4492872
112	92.42298677
113	92.36082455
114	92.30123628
115	92.2627246
116	92.22399947
117	92.19826897
118	92.06395344
119	92.02310732
120	91.99663515
121	91.95593472
122	91.8868959
123	91.83034099
124	91.82860785
125	91.79270973
126	91.77360636
127	91.77312506
128	91.77170915
129	91.74664393
130	91.60582965
131	91.57362093
132	91.57302743
133	91.56948387
134	91.56731858
135	91.56461057
136	91.56459098
137	91.56457977
138	91.56379644
139	91.5635172
140	91.5624841
141	91.56188211
142	91.52112782
143	91.51850221
144	91.51846153
145	91.51839498
146	91.51813105
147	91.51684265
148	91.51654671
149	91.51652707
150	91.5160489
151	91.51603435
152	91.51592312
153	91.51591356
154	91.51590568
155	91.51526603
156	91.51522337
157	91.51522183
158	91.47901195
159	91.47901038
160	91.47900903
161	91.39652582
162	91.39650526
163	91.39647268
164	91.38950762
165	91.38949706
166	91.38949072
167	91.38929538
168	91.26579783
169	91.22159155
170	91.20342891
171	91.19043678
172	91.17277066
173	91.15311255
174	91.14467738
175	91.14453247
176	91.14417594
177	91.11456762
178	91.11442056
179	91.11309437
180	91.11143046
181	91.11054911
182	91.10926549
183	91.10778839
184	91.10772773
185	91.10772442
186	91.08844239
187	91.07510611
188	91.0096503
189	90.95799073
190	90.93896803
191	90.89251522
192	90.82085934
193	90.8110172
194	90.79713374
195	90.76798909
196	90.76556545
197	90.75768453
198	90.75647474
199	90.7560833
200	90.73143766
201	90.61458851
202	90.57119552
203	90.56275624
204	90.56091945
205	90.55505581
206	90.54902778
207	90.5416807
208	90.53300826
209	90.53028946
210	90.52162
211	90.52034054
212	90.48987497
213	90.48745467
214	90.37820017
215	90.33989508
216	90.3202845
217	90.31942737
218	90.30000391
219	90.26362926
220	90.2044994
221	90.20342755
222	90.16250123
223	90.15580808
224	90.05493381
225	90.01694852
226	89.90616981
227	89.86645926
228	89.80549055
229	89.78404416
230	89.7735013
231	89.76150781
232	89.76044996
233	89.7568549
234	89.75312551
235	89.7524147
236	89.75191413
237	89.75154142
238	89.75066976
239	89.75057554
240	89.75037087
241	89.75036175
242	89.74999392
243	89.74998741
244	89.7499819
245	89.74959066
246	89.74872279
247	89.74566347
248	89.72113642
249	89.70349451
250	89.70264725
251	89.69896173
252	89.69822783
253	89.68918984
254	89.68280812
255	89.67884159
256	89.67880843
257	89.67878474
258	89.67870717
259	89.67870353
260	89.67867134
261	89.67866835
262	89.67866545
263	89.67866297
264	89.67866107
265	89.67865944
266	89.6776735
267	89.67765542
268	89.67765474
269	89.67765418
270	89.67763837
271	89.67763836
272	89.67762117
273	89.67760849
274	89.67760774
275	89.67759292
276	89.67758093
277	89.67757612
278	89.67757612
279	89.67756582
280	89.67755777
281	89.67755777
282	89.67716696
283	89.67666537
284	89.67662875
285	89.67662085
286	89.66932958
287	89.6693295
288	89.6693295
289	89.6693295
290	89.6693295
291	89.66640202
292	89.66609468
293	89.66209076
294	89.66091719
295	89.64260946
296	89.6422289
297	89.58959572
298	89.51692773
299	89.51692632
300	89.51656433
301	89.51656399
302	89.50131119
303	89.37640007
304	89.3763987
305	89.34182872
306	89.31368032
307	89.29230519
308	89.23746746
309	89.22417717
310	89.20670631
311	89.20332533
312	89.17510371
313	89.17502097
314	89.16160011
315	89.14351862
316	89.13162622
317	89.1230682
318	89.10429081
319	89.09647577
320	89.08250297
321	89.07232933
322	89.07096515
323	89.04529467
324	89.03318141
325	89.02679377
326	88.99088257
327	88.98662562
328	88.98587402
329	88.98587313
330	88.96827934
331	88.95176578
332	88.95115471
333	88.94473575
334	88.94413347
335	88.9404304
336	88.94029884
337	88.940298
338	88.94028148
339	88.93974001
340	88.93957445
341	88.93539853
342	88.9344143
343	88.93441317
344	88.93438093
345	88.91365866
346	88.91120817
347	88.90829524
348	88.90828608
349	88.90692768
350	88.90691848
351	88.9068805
352	88.90687441
353	88.87282735
354	88.84262451
355	88.82880058
356	88.8272354
357	88.82643898
358	88.77744385
359	88.76308991
360	88.75478255
361	88.75455112
362	88.75311552
363	88.74836343
364	88.74815693
365	88.74602124
366	88.74598479
367	88.74535627
368	88.74506139
369	88.74472171
370	88.74243437
371	88.73178255
372	88.73159074
373	88.72725222
374	88.72430463
375	88.72367948
376	88.72344066
377	88.72339599
378	88.72274666
379	88.72130412
380	88.71112605
381	88.71112591
382	88.7111257
383	88.71112518
384	88.71112508
385	88.71112462
386	88.71048377
387	88.7026922
388	88.69829405
389	88.68491652
390	88.68488688
391	88.68488685
392	88.68488662
393	88.68488662
394	88.68488647
395	88.68481398
396	88.66303343
397	88.66303222
398	88.66303222
399	88.60211985
400	88.51460158
401	88.51397331
402	88.51263053
403	88.51246209
404	88.49521405
405	88.46536894
406	88.4566377
407	88.43857749
408	88.40801066
409	88.36582266
410	88.35603997
411	88.35598883
412	88.3150323
413	88.29130543
414	88.2900158
415	88.29000439
416	88.28964851
417	88.28909293
418	88.27769237
419	88.25789306
420	88.2533288
421	88.25331498
422	88.25331309
423	88.25331302
424	88.25331302
425	88.25331178
426	88.25331024
427	88.22913766
428	88.22738702
429	88.22724406
430	88.22630302
431	88.22275451
432	88.22275441
433	88.2227517
434	88.21285825
435	88.15598913
436	88.15057287
437	88.14728773
438	88.14728763
439	88.14602426
440	88.14601203
441	88.1438391
442	88.14114913
443	88.13953641
444	88.13454858
445	88.13454858
446	88.13454855
447	88.13454855
448	88.13454854
449	88.13454826
450	88.13454253
451	88.13430936
452	88.13361532
453	88.13001183
454	88.12933486
455	88.12856822
456	88.12811076
457	88.11306896
458	88.11225719
459	88.11133753
460	88.1112919
461	88.11128787
462	88.11108915
463	88.11078243
464	88.10448594
465	88.10448389
466	88.10447046
467	88.10299941
468	88.08348829
469	88.08038191
470	88.05420327
471	88.05309788
472	88.05226151
473	88.04196344
474	88.03381383
475	88.02141646
476	88.02140783
477	88.02140199
478	88.02093149
479	87.99972305
480	87.99809243
481	87.97440956
482	87.9729095
483	87.97288945
484	87.97287301
485	87.97282033
486	87.97139202
487	87.96908855
488	87.96908706
489	87.96908625
490	87.96689133
491	87.96660238
492	87.96594066
493	87.96546209
494	87.96431324
495	87.96361816
496	87.9593876
497	87.95847753
498	87.95819867
499	87.95808238
500	87.95808234
501	87.95781096
502	87.95545277
503	87.95476854
504	87.95475316
505	87.95475316
506	87.95366948
507	87.95312446
508	87.95311888
509	87.95311886
510	87.95311886
511	87.95311885
512	87.95311885
513	87.95096217
514	87.9122761
515	87.9030046
516	87.90298316
517	87.90294264
518	87.90231573
519	87.89667028
520	87.89666831
521	87.89666831
522	87.89666823
523	87.89666822
524	87.89664748
525	87.89664747
526	87.89664744
527	87.89664725
528	87.89607721
529	87.85350865
530	87.83605356
531	87.83587577
532	87.83210893
533	87.82600149
534	87.82599968
535	87.82575276
536	87.82219896
537	87.80278497
538	87.80277686
539	87.80255937
540	87.8025483
541	87.77970491
542	87.74141237
543	87.74006849
544	87.74006547
545	87.73950475
546	87.73949247
547	87.73943104
548	87.73722515
549	87.72457313
550	87.67168641
551	87.66935536
552	87.66933735
553	87.66932766
554	87.66932518
555	87.66932435
556	87.66074928
557	87.63274508
558	87.61298245
559	87.61281361
560	87.61281357
561	87.61107602
562	87.6108203
563	87.61077063
564	87.61076986
565	87.6107543
566	87.61075409
567	87.61074842
568	87.61074749
569	87.61074706
570	87.61074704
571	87.60878074
572	87.60441211
573	87.60441206
574	87.60439738
575	87.60439727
576	87.60439115
577	87.60404427
578	87.60363872
579	87.60361581
580	87.60361462
581	87.60361145
582	87.60361144
583	87.6036114
584	87.60360324
585	87.60359703
586	87.603597
587	87.60359698
588	87.60357884
589	87.60345814
590	87.60341774
591	87.60341201
592	87.60341201
593	87.60341167
594	87.60341167
595	87.60340491
596	87.6034049
597	87.6034049
598	87.60340428
599	87.60340428
600	87.6034041
601	87.6034041
602	87.60340401
603	87.60339712
604	87.60338603
605	87.60338585
606	87.60338447
607	87.60338437
608	87.60338432
609	87.60336363
610	87.60311704
611	87.59902225
612	87.597287
613	87.59639909
614	87.59571964
615	87.59424503
616	87.59229677
617	87.59212947
618	87.59205213
619	87.59204444
620	87.59148578
621	87.57297688
622	87.56611906
623	87.5640083
624	87.55853584
625	87.53991987
626	87.52374833
627	87.51949782
628	87.51871057
629	87.50746567
630	87.50746302
631	87.50738015
632	87.50728677
633	87.50306887
634	87.49768469
635	87.49633858
636	87.49633769
637	87.49633577
638	87.49630812
639	87.49630789
640	87.49630753
641	87.49630331
642	87.49629689
643	87.4958293
644	87.48869618
645	87.48053109
646	87.47761329
647	87.47761005
648	87.47760932
649	87.47760891
650	87.47710253
651	87.46980151
652	87.46631539
653	87.46631317
654	87.4663119
655	87.46630957
656	87.46626118
657	87.46626118
658	87.46626117
659	87.46624438
660	87.45984845
661	87.45968554
662	87.45958676
663	87.45958674
664	87.4595768
665	87.45957663
666	87.45793619
667	87.42680806
668	87.42654095
669	87.37022207
670	87.36133175
671	87.35208616
672	87.35168875
673	87.35168405
674	87.35168373
675	87.3516719
676	87.34688801
677	87.34311243
678	87.34306687
679	87.34181603
680	87.34181599
681	87.34181489
682	87.34171363
683	87.34169075
684	87.31464546
685	87.29792362
686	87.29748008
687	87.23806391
