iter	MAE
0	255.8547333
1	240.5349835
2	225.1796103
3	211.3372606
4	195.8015615
5	189.8611823
6	184.5479845
7	173.6852607
8	162.8554643
9	154.3738465
10	151.5273804
11	144.180957
12	137.8128512
13	135.8863585
14	134.2411084
15	129.4359798
16	125.3748033
17	124.3542847
18	120.9974805
19	117.6863708
20	114.8308409
21	112.5745416
22	110.7729858
23	108.7183284
24	107.0111765
25	105.5801929
26	104.4234494
27	103.4541944
28	102.3151342
29	102.0269211
30	101.7910723
31	101.5223765
32	100.7348503
33	100.2230791
34	100.0639709
35	99.58782838
36	99.50185547
37	99.41749386
38	99.23632769
39	99.1215101
40	98.4199013
41	98.32181928
42	97.64827595
43	97.5713193
44	96.93673514
45	96.5304273
46	96.15528045
47	95.90984776
48	95.87227515
49	95.84958887
50	95.81664756
51	95.78192179
52	95.75059671
53	95.56016399
54	95.36404577
55	95.18096753
56	94.9851488
57	94.97079682
58	94.89301148
59	94.85486383
60	94.83277974
61	94.64424902
62	94.60263334
63	94.30859541
64	94.17300116
65	93.99238149
66	93.9440386
67	93.89568252
68	93.81721662
69	93.6329975
70	93.48066174
71	93.40676036
72	93.31869894
73	93.29500226
74	93.19724752
75	93.14753663
76	93.09220383
77	93.08064354
78	93.04796662
79	93.02442289
80	92.95906456
81	92.93182616
82	92.87591431
83	92.86848715
84	92.86794251
85	92.8534508
86	92.85025484
87	92.76751887
88	92.76063282
89	92.71040105
90	92.6753925
91	92.67317566
92	92.65703291
93	92.65298576
94	92.64350025
95	92.64108887
96	92.63079
97	92.61841256
98	92.61015556
99	92.56699696
100	92.56210858
101	92.55412857
102	92.52475929
103	92.35434386
104	92.34579649
105	92.27385502
106	92.27133019
107	92.26211909
108	92.25609393
109	92.20607146
110	92.11360347
111	91.95778067
112	91.93459764
113	91.79021734
114	91.71735973
115	91.62106205
116	91.58652984
117	91.5840356
118	91.5797986
119	91.54802483
120	91.54238773
121	91.50922545
122	91.50368453
123	91.47497971
124	91.45770776
125	91.43460757
126	91.37614139
127	91.37332705
128	91.37059431
129	91.37059183
130	91.36712932
131	91.36564845
132	91.36519947
133	91.36462967
134	91.36438063
135	91.35090759
136	91.33829813
137	91.31926185
138	91.21570703
139	91.13963955
140	91.0706011
141	91.06919688
142	91.05450468
143	91.05272028
144	91.05262658
145	91.05248668
146	91.05088291
147	91.05071755
148	91.04507641
149	91.0380081
150	91.02978859
151	91.0107704
152	91.00649332
153	91.0007089
154	90.96666607
155	90.95695006
156	90.899771
157	90.85126098
158	90.85045432
159	90.85039855
160	90.84417874
161	90.83960613
162	90.76407367
163	90.76287956
164	90.76077027
165	90.75861871
166	90.75751361
167	90.75656413
168	90.75493921
169	90.75414669
170	90.75281343
171	90.74868204
172	90.74477761
173	90.73631847
174	90.68906719
175	90.61664423
176	90.5831891
177	90.54668302
178	90.47555191
179	90.47192741
180	90.46744307
181	90.46675628
182	90.45938701
183	90.42042027
184	90.41751458
185	90.41415253
186	90.40537083
187	90.39970271
188	90.39694996
189	90.39588318
190	90.38139277
191	90.37700566
192	90.37247889
193	90.35386094
194	90.33911191
195	90.33371342
196	90.32490468
197	90.29524291
198	90.28456272
199	90.26618144
200	90.24922023
201	90.19443139
202	90.18922129
203	90.18471141
204	90.1787383
205	90.16679264
206	90.16089456
207	90.15337687
208	90.13048408
209	90.0935842
210	90.08120375
211	90.06490799
212	90.05347415
213	90.05287289
214	90.05274974
215	90.04140477
216	90.0366301
217	90.03644621
218	90.03620308
219	90.03618992
220	90.03617976
221	90.03538134
222	90.03285999
223	90.03237986
224	90.02980785
225	90.00536546
226	89.99115669
227	89.93925891
228	89.93434549
229	89.89402492
230	89.88467373
231	89.82768565
232	89.81851475
233	89.81726371
234	89.80892883
235	89.74584121
236	89.74094594
237	89.74094594
238	89.74053055
239	89.70518962
240	89.69903068
241	89.69855913
242	89.6968303
243	89.69501421
244	89.69028475
245	89.68781251
246	89.6809447
247	89.67671406
248	89.66662027
249	89.66165601
250	89.64013137
251	89.5972429
252	89.59083597
253	89.56425651
254	89.56187878
255	89.55637426
256	89.54493242
257	89.51152462
258	89.49285686
259	89.47728835
260	89.46246645
261	89.44315425
262	89.42461805
263	89.42376897
264	89.4234332
265	89.41827108
266	89.41755975
267	89.41021109
268	89.41020989
269	89.4100357
270	89.40963587
271	89.40805146
272	89.40608758
273	89.38198242
274	89.37843549
275	89.36694615
276	89.36107497
277	89.35632553
278	89.28091272
279	89.26969345
280	89.26314043
281	89.26147235
282	89.26122347
283	89.26011375
284	89.26006263
285	89.22175463
286	89.20400563
287	89.17191223
288	89.13969556
289	89.06076493
290	89.02944712
291	89.00369796
292	88.99533203
293	88.96923783
294	88.96251452
295	88.94733412
296	88.947334
297	88.93793064
298	88.92725912
299	88.86136928
300	88.8302184
301	88.82668087
302	88.82150453
303	88.80739403
304	88.80247389
305	88.74652719
306	88.72213727
307	88.71135865
308	88.70701511
309	88.69222683
310	88.64440309
311	88.64313943
312	88.63960311
313	88.62948817
314	88.58713022
315	88.52109358
316	88.47199079
317	88.4443281
318	88.42195127
319	88.3806258
320	88.33830311
321	88.29610575
322	88.29589691
323	88.29506628
324	88.29436355
325	88.29424516
326	88.29424516
327	88.29059855
328	88.29032451
329	88.29012079
330	88.29011915
331	88.29011915
332	88.28977809
333	88.28977582
334	88.28912483
335	88.28910889
336	88.28907332
337	88.28890678
338	88.28889008
339	88.2817836
340	88.28126754
341	88.27834032
342	88.24657008
343	88.23371515
344	88.18346952
345	88.17966326
346	88.17796495
347	88.17794488
348	88.17385124
349	88.1601425
350	88.16014231
351	88.16011541
352	88.1601084
353	88.16004469
354	88.15996259
355	88.15996243
356	88.15996216
357	88.15951271
358	88.15949336
359	88.15933308
360	88.15929395
361	88.15927378
362	88.15914894
363	88.15914887
364	88.15902218
365	88.15133227
366	88.15123985
367	88.15123975
368	88.15123646
369	88.15122584
370	88.15114456
371	88.13496163
372	88.13496081
373	88.13495185
374	88.13493395
375	88.13022377
376	88.10321306
377	88.1032088
378	88.10319685
379	88.102606
380	88.05912129
381	88.05903995
382	88.05899439
383	88.05899439
384	88.05891832
385	88.0589029
386	88.05890285
387	88.05890234
388	88.05890234
389	88.05890232
390	88.05890227
391	88.0588696
392	88.05886849
393	88.05886849
394	88.05784257
395	88.04625647
396	88.03322046
397	88.03322043
398	88.0332204
399	88.03321707
400	88.03321697
401	88.03321621
402	88.03321082
403	88.03321082
404	88.03321082
405	88.03321081
406	88.03320915
407	88.0332091
408	88.03320905
409	88.03320764
410	88.03299645
411	88.0329874
412	88.03234215
413	88.03211684
414	88.02914179
415	88.02196569
416	88.01028791
417	88.0054699
418	87.97450656
419	87.97296675
420	87.97099778
421	87.94180931
422	87.9418014
423	87.94158093
424	87.90383996
425	87.90364361
426	87.89560525
427	87.89520409
428	87.89520365
429	87.89520365
430	87.89520364
431	87.8952035
432	87.89052579
433	87.88727881
434	87.87647551
435	87.87596047
436	87.87496506
437	87.87358008
438	87.87344771
439	87.87190627
440	87.87152296
441	87.85261362
442	87.85116907
443	87.84620146
444	87.80714848
445	87.76085061
446	87.76084341
447	87.75823924
448	87.74355868
449	87.74205659
450	87.73981521
451	87.73903822
452	87.73810291
453	87.73681882
454	87.72857879
455	87.72694363
456	87.72533617
457	87.72394193
458	87.72375774
459	87.7236836
460	87.70577126
461	87.70364983
462	87.70339775
463	87.70305026
464	87.69867569
465	87.69812194
466	87.69447026
467	87.67400952
468	87.6647349
469	87.6393468
470	87.63088726
471	87.6304824
472	87.62954026
473	87.62940367
474	87.62940259
475	87.62940223
476	87.62936989
477	87.62936938
478	87.62936937
479	87.62936937
480	87.61678237
481	87.60978426
482	87.60975408
483	87.60933568
484	87.59648871
485	87.58836131
486	87.5817755
487	87.57997928
488	87.57997894
489	87.55492519
490	87.53154437
491	87.531543
492	87.53154139
493	87.53153603
494	87.53151019
495	87.53150934
496	87.53150848
497	87.53150809
498	87.52627936
499	87.52627921
500	87.5262785
501	87.52517717
502	87.52514209
503	87.52001801
504	87.51983424
505	87.51971003
506	87.51585669
507	87.48956217
508	87.48915336
509	87.48914668
510	87.48914668
511	87.48914667
512	87.47549127
513	87.43511013
514	87.43322073
515	87.43321243
516	87.43079645
517	87.43079356
518	87.41764025
519	87.41747218
520	87.40571993
521	87.4057199
522	87.4057196
523	87.4057196
524	87.4057196
525	87.40571944
526	87.40571836
527	87.40571835
528	87.40571807
529	87.40571807
530	87.40557003
531	87.40553648
532	87.40553614
533	87.40551903
534	87.40551902
535	87.40551883
536	87.40551883
537	87.40551883
538	87.4054843
539	87.4054843
540	87.40548267
541	87.40548264
542	87.40540111
543	87.40540109
544	87.40540108
545	87.40540107
546	87.40540026
547	87.40540025
548	87.40539797
549	87.40539733
550	87.40539728
551	87.40535679
552	87.40534412
553	87.40495565
554	87.40399
555	87.40398586
556	87.40398466
557	87.40398465
558	87.4039124
559	87.39666404
560	87.37367629
561	87.37283417
562	87.37275618
563	87.36447281
564	87.3443444
565	87.34433191
566	87.32085074
567	87.30561934
568	87.24979017
569	87.23187893
570	87.22440209
571	87.21666025
572	87.21641954
573	87.20139868
574	87.17531452
575	87.17518538
576	87.17517347
577	87.17515352
578	87.17515344
579	87.17514992
580	87.17514978
581	87.17495768
582	87.17488013
583	87.1748559
584	87.17481147
585	87.17480864
586	87.17480796
587	87.17480771
588	87.17478323
589	87.16670152
590	87.16609046
591	87.16445416
592	87.16363866
593	87.16344184
594	87.16292359
595	87.16284955
596	87.16024122
597	87.14221168
598	87.14221118
599	87.14219674
600	87.12557122
601	87.10648316
602	87.08975003
603	87.08974682
604	87.08971136
605	87.08971086
606	87.08970953
607	87.08968817
608	87.08958261
609	87.08954308
610	87.08953593
611	87.0848924
612	87.08472866
613	87.08448837
614	87.07910507
615	87.05123706
616	87.05017533
617	87.05015559
618	87.05015526
619	87.04542303
620	87.0454228
621	87.04540788
622	87.04540775
623	87.04536663
624	87.04532788
625	87.04527754
626	87.045173
627	87.02517069
628	87.0206565
629	87.02065647
630	87.01769123
631	87.01767625
632	87.00211847
633	86.99525157
634	86.9944602
635	86.9931148
636	86.99311476
637	86.98427734
638	86.95678583
639	86.93250855
640	86.93250758
641	86.9325053
642	86.93241676
643	86.93241525
644	86.93240548
645	86.93240538
646	86.93240514
647	86.93240505
648	86.93234252
649	86.93143009
650	86.93142438
651	86.93131421
652	86.93129553
653	86.93113053
654	86.92934645
655	86.92228561
656	86.91999762
657	86.91999169
658	86.91999128
659	86.91999084
660	86.91931916
661	86.91929855
662	86.91920373
663	86.89163224
664	86.88964819
665	86.8790522
666	86.83476706
667	86.83425921
668	86.83410967
669	86.83410959
670	86.83322017
671	86.83275514
672	86.82816607
673	86.82169743
674	86.81605718
675	86.81075295
676	86.78825858
677	86.78505074
678	86.7844086
679	86.78404222
680	86.78185987
681	86.78085987
682	86.78018537
683	86.77810256
684	86.77810256
685	86.77694766
686	86.77688598
687	86.77687753
688	86.7767409
689	86.7722015
690	86.75363412
691	86.75356483
692	86.7305812
693	86.73020608
694	86.72878086
695	86.71416948
696	86.66736417
697	86.65876022
698	86.62327353
699	86.62174098
700	86.60253252
701	86.5974666
702	86.58407532
703	86.57739374
704	86.57618178
705	86.57267524
706	86.56691639
707	86.53640485
708	86.52198464
709	86.52198458
710	86.52198448
711	86.52198448
712	86.51960868
713	86.51748799
714	86.48094242
715	86.48051471
716	86.4566857
717	86.45369814
718	86.45270575
719	86.4481916
720	86.44817507
721	86.44817501
722	86.44817486
723	86.44790383
724	86.42740394
725	86.40539246
726	86.40501265
727	86.40415177
728	86.36899697
729	86.36896544
730	86.36878773
731	86.34329613
732	86.31597049
733	86.31595279
734	86.30971167
735	86.30908537
736	86.30897089
737	86.30850461
738	86.3083007
739	86.30829125
740	86.30208565
741	86.30204179
742	86.30203685
743	86.29934977
744	86.29878809
745	86.29851981
746	86.29452893
747	86.29452205
748	86.2945219
749	86.29388169
750	86.29101799
751	86.29098425
752	86.29056029
753	86.2860114
754	86.28420008
755	86.28324538
756	86.26509492
757	86.25052478
758	86.21309455
759	86.21255987
760	86.21232872
761	86.21086983
762	86.21072789
763	86.19032881
764	86.15264416
765	86.13225808
766	86.13218071
767	86.13217905
768	86.13148014
769	86.13144449
770	86.13144263
771	86.12862054
772	86.12157462
773	86.12157439
774	86.11866732
775	86.11666997
776	86.11642245
777	86.11635949
778	86.11634932
779	86.1163488
780	86.11629637
781	86.1162783
782	86.08643548
783	86.07528169
784	86.07528053
785	86.06401462
786	86.05591741
787	86.02204699
788	86.0217769
789	86.01613056
790	86.00042444
791	85.99527941
792	85.99452749
793	85.99362864
794	85.99179678
795	85.99147867
796	85.99139432
797	85.97567851
798	85.97157554
799	85.96148232
800	85.96148231
801	85.96089046
802	85.94600521
803	85.91337775
804	85.90704499
805	85.90696823
806	85.90696481
807	85.90696344
808	85.90567631
809	85.9056757
810	85.89702343
811	85.89492027
812	85.89206237
813	85.89205995
814	85.89193658
815	85.88110659
816	85.87917927
817	85.87679911
818	85.87663419
819	85.87439573
820	85.87397488
821	85.86677394
822	85.84858088
823	85.84858065
824	85.84858061
825	85.84858015
826	85.84857981
827	85.84845784
828	85.84812451
829	85.84502423
830	85.84311317
831	85.83984092
832	85.83758641
833	85.83749995
834	85.83661587
835	85.8365869
836	85.8355147
837	85.83251057
838	85.83245187
839	85.83120619
840	85.83011941
841	85.82884928
842	85.82884641
843	85.8288389
844	85.8283051
845	85.82821957
846	85.82802456
847	85.82792077
848	85.82612176
849	85.82540785
850	85.82529602
851	85.82529377
852	85.82528953
853	85.82528895
854	85.82527
855	85.8251239
856	85.82512185
857	85.82512184
858	85.82499066
859	85.81858784
860	85.81858627
861	85.81849162
862	85.8183143
863	85.81831285
864	85.8182439
865	85.81823957
866	85.81823948
867	85.81823947
868	85.81807437
869	85.81807434
870	85.81806872
871	85.8180626
872	85.81193185
873	85.80982399
874	85.80977384
875	85.80977383
876	85.80977315
877	85.80977313
878	85.80204304
879	85.80067762
880	85.79688803
881	85.78256512
882	85.78220856
883	85.77971425
884	85.7766908
885	85.75423075
886	85.75099348
887	85.75072079
888	85.7506284
889	85.75051575
890	85.75047226
891	85.74789588
892	85.74281267
893	85.74264603
894	85.73621225
895	85.736209
896	85.73611141
897	85.73208758
898	85.73139851
899	85.72990504
900	85.7296245
901	85.72957928
902	85.72957439
903	85.72955933
904	85.72640422
905	85.72494999
906	85.72490492
907	85.70354657
908	85.70354653
909	85.70354652
910	85.68323796
911	85.68304893
912	85.67268701
913	85.66634253
914	85.66485451
915	85.65117438
916	85.62646308
917	85.619038
918	85.61903799
919	85.61903796
920	85.61251134
921	85.61214876
922	85.61214875
923	85.61205922
924	85.60708189
925	85.60706732
926	85.57786077
927	85.57725903
928	85.57624722
929	85.56370468
930	85.56331238
931	85.55213197
932	85.54455241
933	85.54290638
934	85.53386921
935	85.53386576
936	85.53303804
937	85.53216207
938	85.53108112
939	85.5302045
940	85.5153287
941	85.51421329
942	85.51259149
943	85.51242944
944	85.51226051
945	85.5024004
946	85.48464142
947	85.48464138
948	85.48462986
949	85.48462666
950	85.46463784
951	85.4614148
952	85.45618914
953	85.44933217
954	85.44915801
955	85.44914936
956	85.44900953
957	85.4488752
958	85.44886129
959	85.4488394
960	85.4487471
961	85.44870413
962	85.44790242
963	85.44789422
964	85.4443263
965	85.43614135
966	85.42826042
967	85.42815646
968	85.42812768
969	85.42811001
970	85.42808893
971	85.42800717
972	85.42799179
973	85.42034772
974	85.42029093
975	85.42028804
976	85.42027758
977	85.42025135
978	85.42025064
979	85.41954404
980	85.41542665
981	85.41541285
982	85.41537716
983	85.41509408
984	85.41457169
985	85.41457032
986	85.41286009
987	85.41285954
988	85.41285948
989	85.39962382
990	85.39912099
991	85.39822427
992	85.39800109
993	85.39708947
994	85.39543262
995	85.3950233
996	85.39499896
997	85.37727823
998	85.3758877
999	85.34865875
