iter	Passed	Remaining
0	36	36768
1	69	34557
2	98	32699
3	130	32405
4	156	31194
5	183	30464
6	214	30364
7	239	29752
8	273	30086
9	304	30175
10	336	30254
11	448	36951
12	479	36398
13	512	36088
14	540	35519
15	570	35106
16	595	34424
17	618	33756
18	640	33058
19	662	32467
20	692	32282
21	743	33040
22	778	33054
23	813	33087
24	868	33863
25	948	35541
26	1011	36454
27	1071	37184
28	1106	37058
29	1160	37536
30	1216	38011
31	1253	37927
32	1284	37637
33	1305	37102
34	1333	36754
35	1366	36584
36	1389	36173
37	1412	35770
38	1466	36136
39	1551	37242
40	1579	36953
41	1615	36851
42	1644	36597
43	1673	36371
44	1696	35994
45	1718	35646
46	1741	35321
47	1764	35004
48	1793	34804
49	1824	34658
50	1846	34367
51	1869	34078
52	1890	33776
53	1914	33545
54	1937	33291
55	1958	33017
56	1983	32810
57	2015	32736
58	2041	32554
59	2070	32443
60	2140	32944
61	2163	32737
62	2188	32543
63	2216	32411
64	2244	32287
65	2268	32096
66	2289	31880
67	2310	31674
68	2335	31508
69	2354	31285
70	2374	31074
71	2397	30901
72	2427	30829
73	2454	30713
74	2475	30531
75	2500	30398
76	2532	30356
77	2645	31267
78	2675	31192
79	2715	31231
80	2749	31190
81	2778	31100
82	2803	30972
83	2830	30866
84	2852	30701
85	2881	30619
86	2913	30573
87	2937	30445
88	2961	30315
89	2981	30150
90	3002	29996
91	3029	29896
92	3049	29744
93	3075	29646
94	3105	29586
95	3131	29489
96	3155	29373
97	3200	29460
98	3300	30033
99	3386	30479
100	3446	30681
101	3511	30913
102	3574	31131
103	3618	31174
104	3731	31804
105	3756	31685
106	3791	31643
107	3822	31571
108	3851	31479
109	3887	31451
110	3913	31344
111	3936	31212
112	3963	31114
113	3995	31054
114	4021	30946
115	4045	30832
116	4067	30700
117	4089	30567
118	4111	30441
119	4131	30297
120	4157	30205
121	4189	30151
122	4215	30055
123	4241	29963
124	4282	29979
125	4318	29951
126	4340	29838
127	4362	29720
128	4389	29639
129	4421	29588
130	4444	29479
131	4465	29365
132	4487	29250
133	4510	29147
134	4531	29036
135	4553	28926
136	4575	28824
137	4608	28786
138	4635	28715
139	4656	28606
140	4677	28495
141	4698	28391
142	4721	28293
143	5020	29842
144	5050	29777
145	5080	29720
146	5112	29666
147	5137	29573
148	5157	29456
149	5179	29349
150	5203	29255
151	5224	29147
152	5252	29080
153	5284	29028
154	5307	28936
155	5330	28837
156	5349	28724
157	5371	28622
158	5394	28532
159	5414	28426
160	5436	28333
161	5468	28286
162	5493	28210
163	5516	28120
164	5539	28033
165	5569	27982
166	5598	27923
167	5628	27873
168	5651	27791
169	5682	27745
170	5735	27806
171	5793	27891
172	5849	27963
173	5901	28012
174	5935	27982
175	5971	27956
176	6006	27930
177	6087	28110
178	6182	28354
179	6214	28309
180	6256	28311
181	6285	28248
182	6309	28170
183	6335	28095
184	6356	28002
185	6377	27911
186	6402	27833
187	6432	27782
188	6454	27696
189	6475	27607
190	6500	27534
191	6521	27443
192	6546	27371
193	6567	27284
194	6586	27191
195	6610	27116
196	6642	27075
197	6671	27022
198	6710	27011
199	6783	27135
200	6835	27171
201	6890	27219
202	6919	27167
203	6953	27134
204	6978	27062
205	6998	26973
206	7019	26889
207	7043	26819
208	7072	26766
209	7099	26707
210	7121	26627
211	7180	26688
212	7261	26830
213	7288	26771
214	7319	26723
215	7348	26671
216	7376	26615
217	7402	26554
218	7424	26476
219	7445	26398
220	7467	26321
221	7494	26265
222	7523	26212
223	7546	26142
224	7568	26069
225	7589	25990
226	7611	25919
227	7631	25840
228	7654	25771
229	7676	25701
230	7705	25650
231	7736	25610
232	7760	25546
233	7791	25504
234	7829	25488
235	7870	25477
236	7903	25444
237	7940	25423
238	7961	25351
239	7983	25282
240	8004	25209
241	8023	25131
242	8047	25069
243	8067	24997
244	8087	24923
245	8108	24851
246	8135	24802
247	8164	24757
248	8186	24691
249	8207	24621
250	8226	24549
251	8309	24664
252	8343	24635
253	8372	24590
254	8402	24548
255	8433	24508
256	8466	24475
257	8487	24408
258	8510	24347
259	8536	24297
260	8564	24248
261	8585	24182
262	8606	24118
263	8630	24060
264	8650	23994
265	8671	23926
266	8691	23860
267	8715	23805
268	8742	23757
269	8779	23738
270	8873	23869
271	8964	23994
272	9028	24043
273	9066	24024
274	9116	24034
275	9155	24015
276	9191	23990
277	9217	23937
278	9241	23881
279	9262	23817
280	9282	23751
281	9303	23687
282	9417	23859
283	9455	23838
284	9491	23812
285	9525	23781
286	9559	23747
287	9595	23722
288	9645	23729
289	9691	23726
290	9725	23694
291	9750	23642
292	9771	23579
293	9792	23516
294	9812	23449
295	9836	23394
296	9862	23343
297	9891	23300
298	9916	23248
299	9942	23198
300	9964	23139
301	9985	23078
302	10005	23014
303	10026	22954
304	10048	22897
305	10072	22843
306	10099	22798
307	10129	22759
308	10152	22702
309	10174	22646
310	10193	22582
311	10212	22520
312	10234	22464
313	10255	22405
314	10276	22348
315	10303	22303
316	10334	22265
317	10356	22210
318	10377	22154
319	10397	22094
320	10448	22100
321	10565	22246
322	10598	22213
323	10624	22166
324	10653	22127
325	10680	22081
326	10707	22036
327	10738	22000
328	10762	21949
329	10783	21893
330	10803	21835
331	10824	21778
332	10844	21722
333	10867	21669
334	10889	21616
335	10918	21576
336	10948	21539
337	10970	21486
338	10992	21434
339	11012	21376
340	11035	21325
341	11060	21279
